Strategy name,Filters result,Symbol,Gross profit (IS),Gross loss (IS),Avg. Profit Per Year (IS),numberof profits (IS),numberof trades (IS),% Profitable Months (IS),# of profits (IS),# of trades (IS),# of losses (IS),Worst Year Profit (IS),Annual % Return (IS),CAGR (IS),CalmarRatio (IS),Avg. % Profit Per Year (IS),AvgProfit Per Year (IS),Standard Deviation of Profit Per Year (IS),Varianceof Profit Per Year (IS),Net profit (IS),Net profit in pips (IS),Avg. Yearly Profit In Pips (IS),Standard Deviation of Yearly Profit In Pips (IS),Variance of Yearly Profit In Pips (IS),Variance of Profit Per Year (IS),Count Of Losing Years (IS),Coefficient of Variation,Net profit (OOS)
Strategy 0.163,FAILED,AUDCAD_M1_UTC2,4337.25,1578.0,344.88,23,33,61.54,23,33,10,57.75,3.45,3.09,0.89,3.45,344.88,256.47,65774.31,2759.25,367.9,45.99,34.2,1169.32,65774.31,0,0.743639922,-27.0
Strategy 0.164,FAILED,AUDCAD_M1_UTC2,4331.25,1780.5,318.75,21,33,38.46,21,33,12,-105.0,3.19,2.88,0.8,3.19,318.75,392.5,154055.18,2550.75,340.1,42.51,52.33,2738.76,154055.18,3,1.23100447,-208.5
Strategy 0.1649,FAILED,AUDCAD_M1_UTC2,5876.25,2118.75,469.63,24,36,53.85,24,36,12,-303.75,4.7,4.07,0.75,4.7,469.63,541.88,293635.52,3757.5,501.0,62.62,72.25,5220.19,293635.52,1,1.153784733,-117.75
Strategy 0.1816,FAILED,AUDCAD_M1_UTC2,4518.75,1764.0,344.25,21,34,61.54,21,34,13,66.0,3.44,3.09,0.72,3.44,344.25,286.05,81826.66,2754.75,367.3,45.91,38.14,1454.7,81826.66,0,0.830755827,-70.5
Strategy 0.2,FAILED,AUDCAD_M1_UTC2,4930.5,1478.25,431.5,24,33,61.54,24,33,9,17.25,4.32,3.78,1.13,4.32,431.5,416.77,173700.98,3452.25,460.3,57.54,55.57,3088.02,173700.98,0,0.965762948,-154.5
Strategy 0.202,FAILED,AUDCAD_M1_UTC2,5445.0,1945.5,437.38,24,33,46.15,24,33,9,-134.25,4.37,3.82,0.89,4.38,437.38,483.04,233325.53,3499.5,466.6,58.32,64.41,4148.01,233325.53,2,1.104423868,-242.25
Strategy 0.2136,FAILED,AUDCAD_M1_UTC2,5799.75,2181.0,452.25,24,37,53.85,24,37,13,-146.25,4.52,3.94,0.95,4.52,452.25,504.84,254865.59,3618.75,482.5,60.31,67.31,4530.94,254865.59,1,1.116066987,-129.75
Strategy 0.2156,FAILED,AUDCAD_M1_UTC2,4786.5,1883.25,362.88,24,35,61.54,24,35,11,57.75,3.63,3.24,0.89,3.63,362.88,287.16,82459.19,2903.25,387.1,48.39,38.29,1465.94,82459.19,0,0.79127919,-27.0
Strategy 0.2417,FAILED,AUDCAD_M1_UTC2,4524.0,1728.75,349.38,22,33,53.85,22,33,11,-14.25,3.49,3.13,0.71,3.49,349.38,317.6,100872.62,2795.25,372.7,46.59,42.35,1793.29,100872.62,1,0.908993346,-112.5
Strategy 0.254,FAILED,AUDCAD_M1_UTC2,4980.0,1537.5,430.25,24,33,53.85,24,33,9,-152.25,4.3,3.77,0.87,4.3,430.25,412.28,169971.3,3442.5,459.0,57.37,54.97,3021.71,169971.3,1,0.958166289,-30.0
Strategy 0.2589,FAILED,AUDCAD_M1_UTC2,5638.5,1899.75,467.25,23,33,53.85,23,33,10,-237.75,4.67,4.05,0.81,4.67,467.25,419.81,176243.27,3738.75,498.5,62.31,55.98,3133.21,176243.27,1,0.89841117,-158.25
Strategy 0.27,FAILED,AUDCAD_M1_UTC2,4498.5,1701.75,349.5,21,33,61.54,21,33,12,66.0,3.5,3.13,0.73,3.5,349.5,281.28,79120.62,2796.75,372.9,46.61,37.5,1406.59,79120.62,0,0.80454838,-70.5
Strategy 0.280,FAILED,AUDCAD_M1_UTC2,3203.25,1140.75,257.75,21,33,38.46,21,33,12,-123.75,2.58,2.37,0.8,2.58,257.75,414.24,171595.09,2062.5,275.0,34.37,55.23,3050.58,171595.09,3,1.606924644,-48.0
Strategy 0.3087,FAILED,AUDCAD_M1_UTC2,5636.25,1755.0,485.13,24,36,61.54,24,36,12,17.25,4.85,4.18,1.29,4.85,485.13,509.26,259343.08,3881.25,517.5,64.69,67.9,4610.54,259343.08,0,1.049621271,-154.5
Strategy 0.327,FAILED,AUDCAD_M1_UTC2,5613.0,1867.5,468.13,21,33,53.85,21,33,12,-130.5,4.68,4.06,0.86,4.68,468.13,387.1,149849.27,3745.5,499.4,62.43,51.61,2663.99,149849.27,1,0.826685888,-104.25
Strategy 0.330,FAILED,AUDCAD_M1_UTC2,4965.75,2007.0,369.75,22,35,61.54,22,35,13,66.0,3.7,3.29,0.77,3.7,369.75,319.96,102372.26,2958.75,394.5,49.31,42.66,1819.95,102372.26,0,0.865138917,-70.5
Strategy 0.3558,FAILED,AUDCAD_M1_UTC2,5915.25,1883.25,504.0,25,37,61.54,25,37,12,27.75,5.04,4.33,1.11,5.04,504.0,393.48,154824.33,4032.0,537.6,67.2,52.46,2752.43,154824.33,0,0.780654762,-16.5
Strategy 0.365,FAILED,AUDCAD_M1_UTC2,4669.5,1947.75,340.13,21,34,38.46,21,34,13,-105.0,3.4,3.05,0.85,3.4,340.13,430.62,185432.34,2721.75,362.9,45.36,57.42,3296.57,185432.34,3,1.265873016,-208.5
Strategy 0.369,FAILED,AUDCAD_M1_UTC2,5155.5,1464.0,461.38,24,33,53.85,24,33,9,-86.25,4.61,4.01,0.96,4.61,461.38,358.19,128302.98,3691.5,492.2,61.52,47.76,2280.94,128302.98,1,0.7763329,-70.5
Strategy 0.378,FAILED,AUDCAD_M1_UTC2,4130.25,1318.5,351.38,23,33,53.85,23,33,10,-115.5,3.51,3.15,1.17,3.52,351.38,372.87,139029.75,2811.75,374.9,46.86,49.72,2471.64,139029.75,1,1.061032864,-156.0
Strategy 0.4767,FAILED,AUDCAD_M1_UTC2,5010.0,2034.0,372.0,22,34,53.85,22,34,12,-14.25,3.72,3.31,0.76,3.72,372.0,357.78,128004.19,2976.0,396.8,49.6,47.7,2275.63,128004.19,1,0.961693548,-112.5
Strategy 0.478,PASSED,AUDCAD_M1_UTC2,2146.5,868.5,159.75,21,33,46.15,21,33,12,-54.75,1.6,1.51,0.77,1.6,159.75,172.64,29803.08,1278.0,170.4,21.3,23.02,529.83,29803.08,2,1.080751174,37.5
Strategy 0.483,FAILED,AUDCAD_M1_UTC2,4191.75,1678.5,314.13,22,33,38.46,22,33,11,-29.25,3.14,2.84,0.84,3.14,314.13,358.7,128663.08,2513.25,335.1,41.89,47.83,2287.34,128663.08,3,1.141799952,-165.0
Strategy 0.535,FAILED,AUDCAD_M1_UTC2,4587.0,1728.0,357.38,24,33,46.15,24,33,9,-194.25,3.57,3.19,0.82,3.57,357.38,427.38,182657.11,2859.0,381.2,47.65,56.98,3247.24,182657.11,2,1.195802728,-243.75
Strategy 0.5398,FAILED,AUDCAD_M1_UTC2,4848.0,1883.25,370.5,25,36,61.54,25,36,11,57.75,3.71,3.3,0.91,3.71,370.5,293.53,86158.48,2964.75,395.3,49.41,39.14,1531.71,86158.48,0,0.792147339,-27.0
Strategy 0.5454,FAILED,AUDCAD_M1_UTC2,4877.25,2096.25,347.63,22,35,53.85,22,35,13,-59.25,3.48,3.11,0.71,3.48,347.63,330.67,109339.73,2781.0,370.8,46.35,44.09,1943.82,109339.73,1,0.951240561,-112.5
Strategy 0.5508,FAILED,AUDCAD_M1_UTC2,6007.5,2001.0,500.75,25,36,53.85,25,36,11,-237.75,5.01,4.3,0.88,5.01,500.75,473.09,223809.72,4006.5,534.2,66.78,63.08,3978.84,223809.72,1,0.94459419,-158.25
Strategy 0.573,FAILED,AUDCAD_M1_UTC2,4167.0,1774.5,299.0,21,33,53.85,21,33,12,-52.5,2.99,2.72,0.74,2.99,299.0,285.23,81358.0,2392.5,319.0,39.87,38.03,1446.36,81358.0,1,0.953850013,-85.5
Strategy 0.625,FAILED,AUDCAD_M1_UTC2,3463.5,1553.25,238.75,21,33,46.15,21,33,12,-181.5,2.39,2.21,0.73,2.39,238.75,336.57,113278.91,1910.25,254.7,31.84,44.88,2013.85,113278.91,2,1.409547739,-210.0
Strategy 0.693,FAILED,AUDCAD_M1_UTC2,4390.5,1841.25,318.63,22,33,30.77,22,33,11,-69.75,3.19,2.88,0.77,3.19,318.63,420.0,176399.22,2549.25,339.9,42.49,56.0,3135.99,176399.22,4,1.317957166,-250.5
Strategy 0.70,FAILED,AUDCAD_M1_UTC2,5040.0,1341.75,462.25,25,33,61.54,25,33,8,21.0,4.62,4.01,1.14,4.62,462.25,324.75,105460.3,3698.25,493.1,61.64,43.3,1874.85,105460.3,0,0.702465931,-16.5
Strategy 0.779,FAILED,AUDCAD_M1_UTC2,5058.0,1596.75,432.63,24,33,61.54,24,33,9,43.5,4.33,3.79,0.92,4.33,432.63,308.42,95124.58,3461.25,461.5,57.69,41.12,1691.1,95124.58,0,0.712775178,-90.75
Strategy 0.863,FAILED,AUDCAD_M1_UTC2,4939.5,1702.5,404.63,24,33,53.85,24,33,9,-146.25,4.05,3.57,0.84,4.05,404.63,415.33,172498.22,3237.0,431.6,53.95,55.38,3066.63,172498.22,1,1.026506024,-129.75
Strategy 0.928,FAILED,AUDCAD_M1_UTC2,5676.75,1933.5,467.88,23,34,53.85,23,34,11,-237.75,4.68,4.05,0.81,4.68,467.88,420.63,176930.5,3743.25,499.1,62.39,56.08,3145.43,176930.5,1,0.898861997,-158.25
template,PASSED,AUDCAD_M1_UTC2,10436.25,6627.75,476.0,20,33,66.67,20,33,13,-938.25,4.76,4.12,0.18,4.76,476.0,1156.75,1338060.06,3808.5,507.8,63.48,154.23,23787.73,1338060.06,4,,887.25
Strategy 0.1973,FAILED,AUDCAD_M1_UTC2,6637.5,2019.75,577.13,23,34,54.55,23,34,11,-762.0,5.77,4.86,0.75,5.77,577.13,1157.06,1338780.51,4617.75,615.7,76.96,154.27,23800.54,1338780.51,2,2.004547817,-116.25
Strategy 0.2644,FAILED,AUDCAD_M1_UTC2,6659.25,2045.25,576.75,28,40,54.55,28,40,12,-762.0,5.77,4.86,0.75,5.77,576.75,1131.25,1279719.98,4614.0,615.2,76.9,150.83,22750.58,1279719.98,2,1.961378414,-116.25
Strategy 0.4093,FAILED,AUDCAD_M1_UTC2,6633.75,2019.75,576.75,23,34,54.55,23,34,11,-762.0,5.77,4.86,0.75,5.77,576.75,1155.93,1336164.05,4614.0,615.2,76.9,154.12,23754.03,1336164.05,2,2.004161248,-116.25
Strategy 0.477,FAILED,AUDCAD_M1_UTC2,6783.75,2019.75,595.5,23,34,54.55,23,34,11,-762.0,5.96,4.99,0.78,5.95,595.5,1201.34,1443221.86,4764.0,635.2,79.4,160.18,25657.28,1443221.86,2,2.017380353,-116.25
Strategy 0.4919,FAILED,AUDCAD_M1_UTC2,7299.0,2460.0,604.88,25,37,54.55,25,37,12,-762.0,6.05,5.06,0.79,6.05,604.88,1224.17,1498596.47,4839.0,645.2,80.65,163.22,26641.72,1498596.47,2,2.023806572,-116.25
template,FAILED,AUDCAD_M1_UTC2,9550.5,13172.25,-452.62,16,34,50.0,16,34,18,-2019.0,-4.53,-5.47,-0.11,-4.53,-452.62,1046.59,1095349.5,-3621.75,-482.9,-60.36,139.55,19472.88,1095349.5,4,-2.311961564,-18.75
Strategy 0.1100,FAILED,AUDCAD_M1_UTC2,4001.25,1931.25,258.75,21,36,53.85,21,36,15,-207.0,2.59,2.38,0.81,2.59,258.75,197.14,38865.66,2070.0,276.0,34.5,26.29,690.95,38865.66,1,0.762028986,-267.75
Strategy 0.1349,FAILED,AUDCAD_M1_UTC2,3714.75,1733.25,247.63,21,36,53.85,21,36,15,-181.5,2.48,2.29,0.81,2.48,247.63,211.39,44685.53,1981.5,264.2,33.02,28.19,794.41,44685.53,1,0.853725015,-249.75
Strategy 0.30,FAILED,AUDCAD_M1_UTC2,3441.75,1821.0,202.5,17,37,53.85,17,37,20,-144.0,2.03,1.9,0.74,2.03,202.5,229.9,52852.57,1620.75,216.1,27.01,30.65,939.6,52852.57,1,1.134764902,-309.0
template,FAILED,AUDCAD_M1_UTC2,7269.75,5720.25,193.63,19,36,53.85,19,36,17,-1947.0,1.94,1.82,0.09,1.94,193.63,977.28,955068.44,1549.5,206.6,25.83,130.3,16978.99,955068.44,2,5.044521874,-1000.5
Strategy 0.130,FAILED,AUDCHF_M1_UTC2,5194.0,2264.0,366.25,18,33,30.77,18,33,14,-293.0,3.66,3.26,0.84,3.66,366.25,789.01,622540.94,2930.0,293.0,36.63,78.9,6225.41,622540.94,4,2.153972154,-51.0
Strategy 0.275,FAILED,AUDCHF_M1_UTC2,2858.0,1302.0,194.5,17,33,46.15,17,33,16,-247.0,1.95,1.82,0.77,1.95,194.5,274.71,75468.0,1556.0,155.6,19.45,27.47,754.68,75468.0,2,1.412339332,-63.0
Strategy 0.3110,FAILED,AUDCHF_M1_UTC2,4791.0,2016.0,346.88,19,34,30.77,19,34,15,-259.0,3.47,3.11,0.71,3.47,346.88,764.02,583731.61,2775.0,277.5,34.69,76.4,5837.32,583731.61,4,2.202363794,12.0
Strategy 0.395,FAILED,AUDCHF_M1_UTC2,3171.0,1201.0,246.25,19,33,46.15,19,33,13,-173.0,2.46,2.27,0.9,2.46,246.25,336.99,113564.44,1970.0,197.0,24.62,33.7,1135.64,113564.44,2,1.368805849,-159.0
Strategy 0.41,FAILED,AUDCHF_M1_UTC2,5090.0,2264.0,353.25,19,34,30.77,19,34,14,-293.0,3.53,3.16,0.81,3.53,353.25,759.13,576280.44,2826.0,282.6,35.33,75.91,5762.8,576280.44,4,2.148598924,-51.0
Strategy 0.4159,FAILED,AUDCHF_M1_UTC2,2698.0,909.0,223.63,18,34,53.85,18,34,16,-43.0,2.24,2.08,1.28,2.24,223.63,281.93,79487.23,1789.0,178.9,22.36,28.19,794.87,79487.23,1,1.260733453,-96.0
